Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
10,"WS Mendes, JAM Demattê, AS Barros, DFU Salazar…","Geostatistics or machine learning for mapping soil attributes and agricultural practices",2020,"Revista …","SciELO Brasil","https://www.scielo.br/j/rceres/a/3jsX4xVLjnqnQngmFCq5GBC/?lang=en","https://scholar.google.com/scholar?cites=3453119158997000414&as_sdt=2005&sciodt=2007&hl=en",499,"2024-11-03 23:59:31","HTML","","","",,,,,10,2.50,2,5,4,"… Applying the upcoming technologies in agriculture has been a major economic, … of using geostatistics and machine learning for soil mapping in agricultural practices and soil surveys. …","https://www.scielo.br/j/rceres/a/3jsX4xVLjnqnQngmFCq5GBC/?lang=en","https://scholar.google.com/scholar?q=related:3qAcZ5Tx6y8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"E Elakkiya, PC Karthik","Evaluation on Correctness Agriculture-Soil Quality and Soil Borne Disease in India using Machine Learning",2022,"2022 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9752549/","https://scholar.google.com/scholar?cites=1098063947609752167&as_sdt=2005&sciodt=2007&hl=en",500,"2024-11-03 23:59:31","","","","",,,,,4,2.00,2,2,2,"… types of calamities impact agricultural yield. The definitions, … Used soil evaluation methods for agriculture land use, most … We discuss how machine-learning procedures were utilized, …","","https://scholar.google.com/scholar?q=related:Z0LxsVcbPQ8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"H Khan, IU Haq, M Munsif","… ; Khan, SU; Lee, MY Automated Wheat Diseases Classification Framework Using Advanced Machine Learning Technique. Agriculture 2022, 12, 1226",2022,"","researchgate.net","https://www.researchgate.net/profile/Muhammad-Munsif/publication/362710414_Automated_Wheat_Diseases_Classification_Framework_Using_Advanced_Machine_Learning_Technique/links/66fa5f0db753fa724d4ffb5d/Automated-Wheat-Diseases-Classification-Framework-Using-Advanced-Machine-Learning-Technique.pdf","https://scholar.google.com/scholar?cites=769936039668723823&as_sdt=2005&sciodt=2007&hl=en",501,"2024-11-03 23:59:31","PDF","","","",,,,,3,1.50,1,3,2,"… countries, depend on agriculture experts to identify and … plant by themselves or through an agriculture expert. Because of the … We proposed a machine learning-based framework for the …","https://www.researchgate.net/profile/Muhammad-Munsif/publication/362710414_Automated_Wheat_Diseases_Classification_Framework_Using_Advanced_Machine_Learning_Technique/links/66fa5f0db753fa724d4ffb5d/Automated-Wheat-Diseases-Classification-Framework-Using-Advanced-Machine-Learning-Technique.pdf","https://scholar.google.com/scholar?q=related:b7A5sL9crwoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"M Choudhary, R Sartandel, A Arun…","Crop recommendation system and plant disease classification using machine learning for precision agriculture",2022,"Artificial Intelligence …","publications.scrs.in","https://www.publications.scrs.in/uploads/final_menuscript/7e6d4680313ad60e32d6e3f82d981a8e.pdf","https://scholar.google.com/scholar?cites=13825208880588062698&as_sdt=2005&sciodt=2007&hl=en",502,"2024-11-03 23:59:31","PDF","","","",,,,,7,3.50,2,4,2,"The Agriculture sector is the backbone of our country. It provides a living for the vast majority of India’s inhabitants, but it only accounts for 15% of the country’s GDP. In comparison to …","https://www.publications.scrs.in/uploads/final_menuscript/7e6d4680313ad60e32d6e3f82d981a8e.pdf","https://scholar.google.com/scholar?q=related:6v8GUToC3b8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"OD Adeniyi, A Brenning, M Maerker","Spatial prediction of soil organic carbon: combining machine learning with residual kriging in an agricultural lowland area (Lombardy region, Italy)",2024,"Geoderma","Elsevier","https://www.sciencedirect.com/science/article/pii/S0016706124001824","https://scholar.google.com/scholar?cites=15454768141649680279&as_sdt=2005&sciodt=2007&hl=en",503,"2024-11-03 23:59:31","HTML","","","",,,,,2,2.00,1,3,1,"… , machine learning combined with residual kriging was used to predict and map the spatial distribution of SOC in an agricultural … machine learning models. Adding residual kriging to the …","https://www.sciencedirect.com/science/article/pii/S0016706124001824","https://scholar.google.com/scholar?q=related:l5cN8b1detYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
23,"MNO Sadiku, TJ Ashaolu, SM Musa","Emerging technologies in agriculture",2020,"International Journal of …","researchgate.net","https://www.researchgate.net/profile/Tolulope-Joshua-Ashaolu/publication/348641681_Emerging_Technologies_in_Agriculture/links/600c26e5299bf14088b768c8/Emerging-Technologies-in-Agriculture.pdf","https://scholar.google.com/scholar?cites=12349655933105336256&as_sdt=2005&sciodt=2007&hl=en",504,"2024-11-03 23:59:31","PDF","","","",,,,,23,5.75,8,3,4,"… to the agriculture sector. It refers to the automated detection of meaningful patterns in a given data. Modern agriculture … Machine learning in agriculture allows for more accurate disease …","https://www.researchgate.net/profile/Tolulope-Joshua-Ashaolu/publication/348641681_Emerging_Technologies_in_Agriculture/links/600c26e5299bf14088b768c8/Emerging-Technologies-in-Agriculture.pdf","https://scholar.google.com/scholar?q=related:wO8Jz6PKYqsJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
34,"D Garg, S Khan, M Alam","Integrative use of IoT and deep learning for agricultural applications",2020,"Proceedings of ICETIT 2019: Emerging Trends …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-30577-2_46","https://scholar.google.com/scholar?cites=15919027923068429350&as_sdt=2005&sciodt=2007&hl=en",505,"2024-11-03 23:59:31","","10.1007/978-3-030-30577-2_46","","",,,,,34,8.50,11,3,4,"… Deep Learning and Machine Learning, with specific focus on the complete process of applying Deep Learning on agriculture data to make predictions for agricultural applications. …","","https://scholar.google.com/scholar?q=related:JqQErI2_69wJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"RE Roque-Claros, DP Flores-Llanos…","UAV Path Planning Model Leveraging Machine Learning and Swarm Intelligence for Smart Agriculture",2024,"… Computing: Practice and …","scpe.org","https://scpe.org/index.php/scpe/article/view/3131","https://scholar.google.com/scholar?cites=5202448297385394865&as_sdt=2005&sciodt=2007&hl=en",506,"2024-11-03 23:59:31","","","","",,,,,1,1.00,0,3,1,"… Smart agriculture has reshaped the way we perceive and … to enhance and streamline agricultural operations, bringing about … as revolutionary tools in modern agriculture. Their ability to …","https://scpe.org/index.php/scpe/article/view/3131/1191","https://scholar.google.com/scholar?q=related:sQL-pynPMkgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
10,"Y Shahare, MP Singh, P Singh, M Diwakar, V Singh…","A comprehensive analysis of machine learning-based assessment and prediction of soil enzyme activity",2023,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/13/7/1323","https://scholar.google.com/scholar?cites=387665633280892332&as_sdt=2005&sciodt=2007&hl=en",507,"2024-11-03 23:59:31","HTML","","","",,,,,10,10.00,2,6,1,"Different soil characteristics in different parts of India affect agriculture growth. Crop growth and crop production are significantly impacted by healthy soil. Soil enzymes mediate almost …","https://www.mdpi.com/2077-0472/13/7/1323","https://scholar.google.com/scholar?q=related:rJ1V69ZDYQUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
213,"A Khan, AD Vibhute, S Mali, CH Patil","A systematic review on hyperspectral imaging technology with a machine and deep learning methodology for agricultural applications",2022,"Ecological Informatics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1574954122001285","https://scholar.google.com/scholar?cites=16399693993735004034&as_sdt=2005&sciodt=2007&hl=en",508,"2024-11-03 23:59:31","","","","",,,,,213,106.50,53,4,2,"… deep learning and machine learning algorithm used in agriculture applications to extract and synthesize the significant datasets and algorithms. We reviewed legal studies carefully, …","","https://scholar.google.com/scholar?q=related:gp-uScxql-MJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
242,"P Filippi, EJ Jones, NS Wimalathunge…","An approach to forecast grain crop yield using multi-layered, multi-farm data sets and machine learning",2019,"… Agriculture","Springer","https://link.springer.com/article/10.1007/s11119-018-09628-4","https://scholar.google.com/scholar?cites=3374826215739083410&as_sdt=2005&sciodt=2007&hl=en",509,"2024-11-03 23:59:31","","10.1007/s11119-018-09628-4","","",,,,,242,48.40,61,4,5,"… time as is typical in precision agriculture research, there is an … Using these datasets in conjunction with machine learning … to apply to other agricultural systems where yield monitor data …","https://www.academia.edu/download/88223339/s11119-018-09628-420220704-1-pvqmft.pdf","https://scholar.google.com/scholar?q=related:ksrNB5DK1S4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
30,"D Bhattacharyay, S Maitra, S Pine…","Future of precision agriculture in India",2020,"… and smart agriculture","researchgate.net","https://www.researchgate.net/profile/Sagar-Maitra/publication/347511698_Future_of_Precision_Agriculture_in_India/links/5fdf699da6fdccdcb8ebbad7/Future-of-Precision-Agriculture-in-India.pdf","https://scholar.google.com/scholar?cites=2890055424880616722&as_sdt=2005&sciodt=2007&hl=en",510,"2024-11-03 23:59:31","PDF","","","",,,,,30,7.50,8,4,4,"… agriculture uses technology such GPS, sensors, Internet of Things, robotics, drones, machine learning … moving towards extensive use of machine learning techniques and image analysis…","https://www.researchgate.net/profile/Sagar-Maitra/publication/347511698_Future_of_Precision_Agriculture_in_India/links/5fdf699da6fdccdcb8ebbad7/Future-of-Precision-Agriculture-in-India.pdf","https://scholar.google.com/scholar?q=related:EiUzxRiKGygJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"PY Niranjan, VS Rajpurohit…","Question answering system for agriculture domain using machine learning techniques: literature survey and challenges",2020,"International Journal of …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJCSYSE.2020.111208","https://scholar.google.com/scholar?cites=2111071267886501288&as_sdt=2005&sciodt=2007&hl=en",511,"2024-11-03 23:59:31","","10.1504/IJCSYSE.2020.111208","","",,,,,5,1.25,2,3,4,"Natural language processing (NLP) is a part of artificial intelligence and computer science. Question answering system that provides an interaction between computers and human …","","https://scholar.google.com/scholar?q=related:qI3oGSIITB0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
13,"B Praveena, S Vijayalakshmi…","IoT Based Water Showering Mechanism in Agriculture",2022,"… Conference on Power …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10047817/","https://scholar.google.com/scholar?cites=17094118847321816717&as_sdt=2005&sciodt=2007&hl=en",512,"2024-11-03 23:59:31","","","","",,,,,13,6.50,4,3,2,"… machine learning in this project [8][9]. The autonomous robots can be operated with the machine learning … of Machine Learning Algorithms for aheadof-time Agriculture prediction on …","","https://scholar.google.com/scholar?q=related:jT7t6oWCOu0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"FZ Akensous, N Sbbar, L Ech-chatir…","Artificial Intelligence, Internet of Things, and Machine-Learning: To Smart Irrigation and Precision Agriculture",2023,"… Applications in Water …","igi-global.com","https://www.igi-global.com/chapter/artificial-intelligence-internet-of-things-and-machine-learning/329349","https://scholar.google.com/scholar?cites=9885448957570057395&as_sdt=2005&sciodt=2007&hl=en",513,"2024-11-03 23:59:31","","","","",,,,,1,1.00,0,4,1,"… and precision agriculture. Thus, the chapter surveys a selection of recent studies, corroborating AI, IoT, and machine-learning as promising approaches to advance agriculture. The …","","https://scholar.google.com/scholar?q=related:swQ4mXMrMIkJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
31,"S Rezapour, E Jooyandeh, M Ramezanzade…","Forecasting rainfed agricultural production in arid and semi-arid lands using learning machine methods: A case study",2021,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/13/9/4607","https://scholar.google.com/scholar?cites=3130895997528073032&as_sdt=2005&sciodt=2007&hl=en",514,"2024-11-03 23:59:31","HTML","","","",,,,,31,10.33,8,4,3,"… Machine learning methods can be used to predict crop yield … uncertain conditions using machine learning methods and … , was predicted using three machine learning methods, namely …","https://www.mdpi.com/2071-1050/13/9/4607","https://scholar.google.com/scholar?q=related:SGNaUVItcysJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
8,"J Treboux, R Ingold, D Genoud","Towards retraining of machine learning algorithms: an efficiency analysis applied to smart agriculture",2020,"2020 Global Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9119601/","https://scholar.google.com/scholar?cites=4281110981878047485&as_sdt=2005&sciodt=2007&hl=en",515,"2024-11-03 23:59:31","","","","",,,,,8,2.00,3,3,4,"… Abstract—This paper compares the efficiency of state-of-theart machine learning algorithms used to detect an object in an image. A comparison between a deep learning algorithm such …","","https://scholar.google.com/scholar?q=related:_WLddsGPaTsJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"T Kassanuk, K Phasinam","Impact of internet of things and machine learning in smart agriculture",2022,"ECS Transactions","iopscience.iop.org","https://iopscience.iop.org/article/10.1149/10701.3215ecst/meta","https://scholar.google.com/scholar?cites=16752033420195476860&as_sdt=2005&sciodt=2007&hl=en",516,"2024-11-03 23:59:31","","10.1149/10701.3215ecst","","",,,,,4,2.00,2,2,2,"… assessed with the aid of machine learning, which has a wide range of applications and lower costs. Machine learning algorithms may be utilized in agriculture for tasks such as disease …","","https://scholar.google.com/scholar?q=related:fDU5vKMte-gJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"A Aravatagimath, AV Sutagundar…","Agriculture Product Marketing Data Analysis using Machine Learning",2021,"… on Forensics, Analytics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9702674/","https://scholar.google.com/scholar?cites=918023055107443027&as_sdt=2005&sciodt=2007&hl=en",517,"2024-11-03 23:59:31","","","","",,,,,4,1.33,1,3,3,"… Using machine learning techniques easily analyze the data. The main objective of the … based on agriculture marketing and customers‟ data analysis using machine learning algorithms …","","https://scholar.google.com/scholar?q=related:U0lMzxp5vQwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
53,"A Nyéki, C Kerepesi, B Daróczy, A Benczúr, G Milics…","Application of spatio-temporal data in site-specific maize yield prediction with machine learning methods",2021,"… Agriculture","Springer","https://link.springer.com/article/10.1007/s11119-021-09833-8","https://scholar.google.com/scholar?cites=12325733702248551111&as_sdt=2005&sciodt=2007&hl=en",518,"2024-11-03 23:59:31","HTML","10.1007/s11119-021-09833-8","","",,,,,53,17.67,9,6,3,"… machine learning (ML) to be used. The latter has the advantage of being able to handle many parameters indefinitely in time and space, ie, big data databases created using precision …","https://link.springer.com/article/10.1007/s11119-021-09833-8","https://scholar.google.com/scholar?q=related:x9KVZn_NDasJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
154,"RHL Ip, LM Ang, KP Seng, JC Broster…","Big data and machine learning for crop protection",2018,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169917314588","https://scholar.google.com/scholar?cites=7063515815466499247&as_sdt=2005&sciodt=2007&hl=en",519,"2024-11-03 23:59:31","","","","",,,,,154,25.67,31,5,6,"… using two popular machine learning approaches for agriculture and crop protection: (i) … machines (SVMs) and traditional neural networks. We also briefly discuss some agricultural …","https://www.ttcenter.ir/ArticleFiles/ENARTICLE/3774.pdf","https://scholar.google.com/scholar?q=related:r_w7xjWmBmIJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
16,"S Jónsson","RGB and Multispectral UAV image classification of agricultural fields using a machine learning algorithm",2019,"Student thesis series INES","lup.lub.lu.se","https://lup.lub.lu.se/student-papers/record/8971989/file/8971990.pdf","https://scholar.google.com/scholar?cites=18281337470125202323&as_sdt=2005&sciodt=2007&hl=en",520,"2024-11-03 23:59:31","PDF","","","",,,,,16,3.20,16,1,5,"… This thesis aims at testing different methods for classifying UAV images from an agricultural … Overall, UAV image classification works well for agricultural farm mapping and is a good …","https://lup.lub.lu.se/student-papers/record/8971989/file/8971990.pdf","https://scholar.google.com/scholar?q=related:k9vZBZJbtP0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"YB Bakare","Machine learning-based smart irrigation system and soil nutrients analysis to increase productivity in agriculture field",2023,"AIP Conference Proceedings","pubs.aip.org","https://pubs.aip.org/aip/acp/article-abstract/2523/1/020030/2874748","https://scholar.google.com/scholar?cites=7823168793146540925&as_sdt=2005&sciodt=2007&hl=en",521,"2024-11-03 23:59:31","","","","",,,,,3,3.00,3,1,1,"… This study proposes an IoT-based agricultural production system and implements it as GUI software. A new Machine learning-based agricultural production system has improved the …","","https://scholar.google.com/scholar?q=related:fcNrhZF6kWwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"R Ed-Daoudi, A Alaoui, B Ettaki…","A Machine Learning Approach to Identify Optimal Cultivation Practices for Sustainable apple Production in Precision Agriculture in Morocco",2023,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2023/106/e3sconf_icegc2023_00052/e3sconf_icegc2023_00052.html","https://scholar.google.com/scholar?cites=13825649113331737851&as_sdt=2005&sciodt=2007&hl=en",522,"2024-11-03 23:59:31","","","","",,,,,4,4.00,1,4,1,"… feature selection and three Machine Learning algorithms (Linear … The use of Machine Learning techniques can help farmers … Moreover, the use of precision agriculture techniques can …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2023/106/e3sconf_icegc2023_00052.pdf","https://scholar.google.com/scholar?q=related:-yRV_Z2S3r8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
45,"PM Khandelwal, H Chavhan","Artificial intelligence in agriculture: An emerging era of research",2019,"Research Gate Publication","researchgate.net","https://www.researchgate.net/profile/Paras-Khandelwal/publication/335582861_Artificial_Intelligence_in_Agriculture_An_Emerging_Era_of_Research/links/5d6e6e7b45851542789f2239/Artificial-Intelligence-in-Agriculture-An-Emerging-Era-of-Research.pdf","https://scholar.google.com/scholar?cites=8508887611287291634&as_sdt=2005&sciodt=2007&hl=en",523,"2024-11-03 23:59:31","PDF","","","",,,,,45,9.00,23,2,5,"… in agriculture application, there still prevails a deficiency in familiarity with advanced high tech machine learning … AI systems too require a lot of data for training machines, to take precise …","https://www.researchgate.net/profile/Paras-Khandelwal/publication/335582861_Artificial_Intelligence_in_Agriculture_An_Emerging_Era_of_Research/links/5d6e6e7b45851542789f2239/Artificial-Intelligence-in-Agriculture-An-Emerging-Era-of-Research.pdf","https://scholar.google.com/scholar?q=related:8kaAUDOkFXYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
120,"L Santos, FN Santos, PM Oliveira, P Shinde","Deep learning applications in agriculture: A short review",2020,"Robot 2019: Fourth Iberian …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-35990-4_12","https://scholar.google.com/scholar?cites=7516382029923485653&as_sdt=2005&sciodt=2007&hl=en",524,"2024-11-03 23:59:31","","10.1007/978-3-030-35990-4_12","","",,,,,120,30.00,30,4,4,"… , etc., in different agricultural contexts. Some of the image processing techniques are based on machine learning processes such as K-means, support vector machines (SVM) and …","https://www.researchgate.net/profile/Luis-Santos-23/publication/337400899_Deep_Learning_Applications_in_Agriculture_A_Short_Review/links/5e1734264585159aa4c082bd/Deep-Learning-Applications-in-Agriculture-A-Short-Review.pdf","https://scholar.google.com/scholar?q=related:1Qe4-aGNT2gJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
6,"N BanuPriya, D Tejasvi, P Vaishnavi","Crop yield prediction based on Indian agriculture using machine learning",2021,"… of Modern Agriculture …","researchgate.net","https://www.researchgate.net/profile/Banupriya-n-2/publication/357622040_CROP_YIELD_PREDICTION_BASED_ON_INDIAN_AGRICULTURE_USING_MACHINE_LEARNING/links/61d6bb1ed450060816909da9/CROP-YIELD-PREDICTION-BASED-ON-INDIAN-AGRICULTURE-USING-MACHINE-LEARNING.pdf","https://scholar.google.com/scholar?cites=6396496783130031814&as_sdt=2005&sciodt=2007&hl=en",525,"2024-11-03 23:59:31","PDF","","","",,,,,6,2.00,2,3,3,"… As a result, the age of bid data has arrived for agricultural data. … agricultural data in our project to obtain useful results using technologies such as data analytics and machine learning, …","https://www.researchgate.net/profile/Banupriya-n-2/publication/357622040_CROP_YIELD_PREDICTION_BASED_ON_INDIAN_AGRICULTURE_USING_MACHINE_LEARNING/links/61d6bb1ed450060816909da9/CROP-YIELD-PREDICTION-BASED-ON-INDIAN-AGRICULTURE-USING-MACHINE-LEARNING.pdf","https://scholar.google.com/scholar?q=related:xvZkJe_rxFgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
10,"M Gomathy, K Kalaiselvi","Climate change and its impact on agriculture",2023,"… Technologies for Smart Agriculture","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9781032628745-12/climate-change-impact-agriculture-gomathy-kalaiselvi","https://scholar.google.com/scholar?cites=4844100250486741509&as_sdt=2005&sciodt=2007&hl=en",526,"2024-11-03 23:59:31","","10.1201/9781032628745-12","","",,,,,10,10.00,5,2,1,"… on earth, especially in agriculture. IoT devices built using machine learning algorithms have accelerated smart farming in different climates. Machine learning has made a significant …","https://sciendo.com/pdf/10.2478/ahr-2021-0010","https://scholar.google.com/scholar?q=related:BZqkPoOzOUMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"MA Lim","Impact evaluation of climate smart agriculture program investments in food security using machine learning estimators",2023,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/229f6409-520d-4568-91d0-4e8da449e8e2","https://scholar.google.com/scholar?cites=12738079376398010013&as_sdt=2005&sciodt=2007&hl=en",527,"2024-11-03 23:59:31","","","","",,,,,2,2.00,2,1,1,"Smallholder farmers in rural regions of developing countries are often vulnerable to climate events. Climate Smart Agriculture (CSA) seeks to sustain or improve agricultural yields while …","https://era.library.ualberta.ca/items/229f6409-520d-4568-91d0-4e8da449e8e2/download/3d854463-3c41-4f58-b23b-aaa2a60441e1","https://scholar.google.com/scholar?q=related:ncbuHrS_xrAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"CS Manikandababu, V Preethi…","Enhancing Crop Yield Prediction with IoT and Machine Learning in Precision Agriculture",2024,"… on Advances in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10602346/","https://scholar.google.com/scholar?cites=8352695471310050774&as_sdt=2005&sciodt=2007&hl=en",528,"2024-11-03 23:59:31","","","","",,,,,1,1.00,0,3,1,"… of precision agriculture, this research investigates the combination of machine learning algorithms with IoT technologies. Using cutting-edge technology, precision agriculture provides …","","https://scholar.google.com/scholar?q=related:1hVz1Ea86nMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"A Anagnostis, G Asiminari, L Benos…","Machine Learning Technology and Its Current Implementation in Agriculture",2022,"… for Agriculture—Theme II …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-84148-5_3","https://scholar.google.com/scholar?cites=12063703714649521741&as_sdt=2005&sciodt=2007&hl=en",529,"2024-11-03 23:59:31","","10.1007/978-3-030-84148-5_3","","",,,,,1,0.50,0,4,2,"… in machine learning algorithms in the agricultural domain for the years 2018–2020. The study reveals that machine learning … Specifically in agriculture, machine learning solutions can …","","https://scholar.google.com/scholar?q=related:Tb4-u5ziaqcJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"I Lephondo, A Telukdarie, I Munien…","The Outcomes of Smart Irrigation System using Machine Learning to minimize water usage within the Agriculture Sector",2024,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050924011529","https://scholar.google.com/scholar?cites=9323722342466976013&as_sdt=2005&sciodt=2007&hl=en",530,"2024-11-03 23:59:31","","","","",,,,,2,2.00,1,4,1,"… to the complex problems faced by agriculture. IoT has facilitated … in the sector of agriculture to machine learning and Logistic … water usage within the agriculture sector to assist farmers in …","https://www.sciencedirect.com/science/article/pii/S1877050924011529/pdf?md5=34414f89ed67230deb5955b6420d3ff7&pid=1-s2.0-S1877050924011529-main.pdf","https://scholar.google.com/scholar?q=related:DfkdPxKEZIEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
246,"D Paudel, H Boogaard, A de Wit, S Janssen…","Machine learning for large-scale crop yield forecasting",2021,"Agricultural …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0308521X20308775","https://scholar.google.com/scholar?cites=3277631629998154857&as_sdt=2005&sciodt=2007&hl=en",531,"2024-11-03 23:59:31","HTML","","","",,,,,246,82.00,49,5,3,"… Machine learning is a promising method especially when … with machine learning to build a machine learning baseline for … ) and applying machine learning without information leakage. …","https://www.sciencedirect.com/science/article/pii/S0308521X20308775","https://scholar.google.com/scholar?q=related:aeSfEpp8fC0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
256,"J Holloway, K Mengersen","Statistical machine learning methods and remote sensing for sustainable development goals: A review",2018,"Remote Sensing","mdpi.com","https://www.mdpi.com/2072-4292/10/9/1365","https://scholar.google.com/scholar?cites=15011688050331062450&as_sdt=2005&sciodt=2007&hl=en",532,"2024-11-03 23:59:31","HTML","","","",,,,,256,42.67,128,2,6,"… on statistical machine learning methods commonly … agriculture (food security), forests (life on land), and water (water quality). We provide a review of useful statistical machine learning …","https://www.mdpi.com/2072-4292/10/9/1365","https://scholar.google.com/scholar?q=related:spD1Fr86VNAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
116,"ZH Kok, ARM Shariff, MSM Alfatni…","Support vector machine in precision agriculture: a review",2021,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169921005639","https://scholar.google.com/scholar?cites=13203502814184470826&as_sdt=2005&sciodt=2007&hl=en",533,"2024-11-03 23:59:31","","","","",,,,,116,38.67,29,4,3,"… Machine (SVM) is a Machine Learning (ML) algorithm which may be used for acquiring solutions towards better crop management. The applications of SVM in precision agriculture (PA) …","","https://scholar.google.com/scholar?q=related:KvlVttpDPLcJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
6,"M Mukhtar, MKM Ali, M Ismail, FM Hamundu…","Hybrid model in machine learning–robust regression applied for sustainability agriculture and food security",2020,"IJECE","eprints.untirta.ac.id","https://eprints.untirta.ac.id/13922/2/Journal%20IJECE%20Hybrid%20Model%20Q2%20Turnitin%209%25.pdf","https://scholar.google.com/scholar?cites=1902703661035694759&as_sdt=2005&sciodt=2007&hl=en",534,"2024-11-03 23:59:31","","","","",,,,,6,1.50,1,5,4,"… For addressing these issues, we will propose machine learning as variable selection. Further, machine learning and big data are performed to solve the problems of agriculture activity [8…","https://eprints.untirta.ac.id/13922/3/6.%20Hybrid%20model%20in%20machine%20learning%E2%80%93robust%20regression%20applied%20for%20sustainability%20agriculture%20and%20food%20security.pdf","https://scholar.google.com/scholar?q=related:pyreFObCZxoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
